severity,entity_type,source_sheet,source_row,source_key,issue_code,issue_detail,suggested_action
BLOCKER,MaterialCandidate,List,49,matcand_list_r0049,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,50,matcand_list_r0050,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,51,matcand_list_r0051,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,52,matcand_list_r0052,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,53,matcand_list_r0053,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,54,matcand_list_r0054,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,55,matcand_list_r0055,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,56,matcand_list_r0056,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,57,matcand_list_r0057,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,58,matcand_list_r0058,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,59,matcand_list_r0059,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,60,matcand_list_r0060,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,61,matcand_list_r0061,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,62,matcand_list_r0062,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,63,matcand_list_r0063,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,64,matcand_list_r0064,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,65,matcand_list_r0065,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,66,matcand_list_r0066,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,67,matcand_list_r0067,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,68,matcand_list_r0068,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,69,matcand_list_r0069,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,70,matcand_list_r0070,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,71,matcand_list_r0071,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,72,matcand_list_r0072,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,73,matcand_list_r0073,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,74,matcand_list_r0074,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,75,matcand_list_r0075,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,76,matcand_list_r0076,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,77,matcand_list_r0077,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,78,matcand_list_r0078,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,79,matcand_list_r0079,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,80,matcand_list_r0080,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,81,matcand_list_r0081,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,82,matcand_list_r0082,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,83,matcand_list_r0083,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,84,matcand_list_r0084,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,85,matcand_list_r0085,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,86,matcand_list_r0086,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,87,matcand_list_r0087,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,88,matcand_list_r0088,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,89,matcand_list_r0089,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,90,matcand_list_r0090,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,91,matcand_list_r0091,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,92,matcand_list_r0092,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,93,matcand_list_r0093,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,94,matcand_list_r0094,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,95,matcand_list_r0095,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,96,matcand_list_r0096,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,97,matcand_list_r0097,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,98,matcand_list_r0098,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,99,matcand_list_r0099,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,100,matcand_list_r0100,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
